,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2022-12-28,01:11:56.252,    9.45,    6.83,    9.43,    6.83,    9.38,    6.71,,,,,,,   28.27,   20.37,     18846,   48.63,   19.08,   16.04,   18.86,   15.53,   19.17,   16.11,,,,,,,   57.11,   47.68,     18847,  104.79,     85.37,     68.05,    153.42
2022-12-28,01:11:57.252,   23.37,  100.66,   23.37,  100.76,   23.36,  100.65,,,,,,,   70.10,  302.08,     18816,  372.18,   11.54,    8.79,   12.17,    9.66,   11.54,    8.86,,,,,,,   35.24,   27.31,     18815,   62.55,    105.35,    329.38,    434.73
2022-12-28,01:11:58.252,   21.52,  127.13,   21.49,  127.14,   21.34,  126.82,,,,,,,   64.35,  381.09,     18811,  445.44,   20.50,   18.54,   20.34,   18.18,   20.86,   19.23,,,,,,,   61.70,   55.95,     18813,  117.64,    126.05,    437.04,    563.08
2022-12-28,01:11:59.253,   13.83,  120.86,   13.84,  120.81,   13.82,  120.78,,,,,,,   41.49,  362.44,     18832,  403.94,    8.14,    6.79,    8.04,    6.68,    8.22,    7.13,,,,,,,   24.40,   20.61,     18830,   45.00,     65.89,    383.05,    448.94
2022-12-28,01:12:00.253,   16.01,  124.13,   15.92,  124.01,   15.97,  124.09,,,,,,,   47.90,  372.24,     18812,  420.14,   12.45,   11.96,   12.38,   11.86,   12.67,   12.44,,,,,,,   37.50,   36.27,     18812,   73.77,     85.40,    408.51,    493.91
2022-12-28,01:12:01.253,   14.96,  124.67,   14.92,  124.60,   14.88,  124.56,,,,,,,   44.77,  373.84,     18830,  418.61,   13.73,   11.25,   13.65,   11.13,   13.84,   11.48,,,,,,,   41.23,   33.85,     18830,   75.08,     85.99,    407.69,    493.69
2022-12-28,01:12:02.253,   18.20,  128.06,   18.02,  127.90,   18.13,  128.01,,,,,,,   54.34,  383.98,     18812,  438.32,   13.76,   13.98,   13.70,   13.81,   13.97,   14.27,,,,,,,   41.43,   42.06,     18811,   83.49,     95.77,    426.04,    521.82
2022-12-28,01:12:03.253,   22.98,  127.33,   22.92,  127.19,   22.97,  127.34,,,,,,,   68.87,  381.87,     18830,  450.73,   20.63,   18.60,   20.24,   17.72,   20.45,   17.97,,,,,,,   61.31,   54.29,     18831,  115.60,    130.18,    436.15,    566.33
2022-12-28,01:12:04.253,   19.89,  130.42,   19.77,  130.17,   19.79,  130.31,,,,,,,   59.45,  390.90,     18812,  450.35,   15.45,   14.50,   15.44,   14.55,   15.65,   14.94,,,,,,,   46.54,   43.99,     18812,   90.53,    105.99,    434.89,    540.88
