,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2022-12-28,01:11:24.986,   14.08,    9.75,   14.09,    9.81,   14.06,    9.74,,,,,,,   42.22,   29.31,     18828,   71.53,   30.74,   24.48,   30.51,   23.78,   30.55,   23.88,,,,,,,   91.80,   72.14,     18829,  163.94,    134.02,    101.45,    235.47
2022-12-28,01:11:25.986,   19.02,   14.01,   19.07,   14.11,   19.06,   14.06,,,,,,,   57.14,   42.18,     18816,   99.32,   25.35,  104.37,   24.89,  103.64,   25.06,  103.99,,,,,,,   75.31,  311.99,     18815,  387.30,    132.45,    354.17,    486.62
2022-12-28,01:11:26.986,   11.77,    9.67,   11.75,    9.61,   11.78,    9.71,,,,,,,   35.30,   28.98,     18830,   64.29,   25.26,  129.06,   25.22,  128.97,   25.44,  129.47,,,,,,,   75.93,  387.49,     18833,  463.42,    111.23,    416.47,    527.70
2022-12-28,01:11:27.986,   14.81,   12.77,   14.84,   12.82,   14.72,   12.63,,,,,,,   44.37,   38.22,     18812,   82.59,   35.16,  137.92,   35.18,  138.29,   35.71,  139.65,,,,,,,  106.05,  415.86,     18812,  521.92,    150.42,    454.09,    604.51
2022-12-28,01:11:28.986,    4.19,    3.15,    4.18,    3.11,    4.16,    3.16,,,,,,,   12.53,    9.42,     18831,   21.95,   18.62,  125.10,   18.52,  124.94,   18.66,  125.35,,,,,,,   55.80,  375.38,     18830,  431.19,     68.33,    384.80,    453.13
2022-12-28,01:11:29.986,    6.71,    5.81,    6.70,    5.75,    6.76,    5.91,,,,,,,   20.17,   17.46,     18811,   37.64,   32.77,  135.13,   32.81,  135.25,   32.92,  135.50,,,,,,,   98.50,  405.88,     18812,  504.38,    118.68,    423.34,    542.02
2022-12-28,01:11:30.986,    5.38,    3.68,    5.34,    3.61,    5.37,    3.71,,,,,,,   16.09,   11.00,     18812,   27.08,   18.91,  126.51,   18.83,  126.39,   19.05,  126.89,,,,,,,   56.78,  379.79,     18812,  436.58,     72.87,    390.79,    463.66
2022-12-28,01:11:31.987,    5.59,    4.52,    5.59,    4.58,    5.57,    4.57,,,,,,,   16.75,   13.67,     18830,   30.42,   23.00,  128.97,   22.95,  128.81,   23.13,  129.35,,,,,,,   69.08,  387.13,     18830,  456.21,     85.83,    400.80,    486.63
2022-12-28,01:11:32.987,    6.07,    4.08,    6.06,    4.06,    6.05,    4.07,,,,,,,   18.18,   12.21,     18812,   30.39,   22.26,  127.70,   22.25,  127.65,   22.37,  127.90,,,,,,,   66.88,  383.25,     18812,  450.13,     85.06,    395.46,    480.52
