,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2022-12-28,01:13:29.485,   12.98,    9.42,   12.99,    9.22,   12.86,    9.01,,,,,,,   38.83,   27.66,     18846,   66.49,   16.98,   16.17,   16.87,   16.09,   17.31,   16.98,,,,,,,   51.16,   49.24,     18847,  100.40,     89.99,     76.90,    166.89
2022-12-28,01:13:30.485,   24.81,  103.40,   25.01,  103.96,   24.88,  103.60,,,,,,,   74.71,  310.96,     18816,  385.66,   14.22,   11.08,   14.19,   10.95,   14.27,   11.25,,,,,,,   42.67,   33.29,     18815,   75.96,    117.38,    344.25,    461.63
2022-12-28,01:13:31.485,   18.14,  125.30,   18.12,  125.26,   18.11,  125.29,,,,,,,   54.37,  375.85,     18812,  430.22,    9.42,    9.41,    9.38,    9.36,    9.57,    9.71,,,,,,,   28.37,   28.49,     18813,   56.86,     82.74,    404.34,    487.08
2022-12-28,01:13:32.485,   17.35,  124.12,   17.36,  124.11,   17.30,  124.02,,,,,,,   52.01,  372.24,     18830,  424.25,   19.26,   13.24,   19.24,   13.19,   19.34,   13.49,,,,,,,   57.84,   39.92,     18830,   97.76,    109.85,    412.16,    522.01
2022-12-28,01:13:33.485,   14.84,  121.34,   14.85,  121.31,   14.81,  121.25,,,,,,,   44.50,  363.90,     18812,  408.40,   11.27,   10.53,   11.08,    9.97,   11.20,   10.33,,,,,,,   33.55,   30.83,     18812,   64.37,     78.04,    394.73,    472.77
2022-12-28,01:13:34.485,   20.15,  128.21,   20.15,  128.29,   20.05,  128.06,,,,,,,   60.35,  384.56,     18830,  444.92,   15.75,   12.97,   15.76,   13.07,   15.83,   13.30,,,,,,,   47.34,   39.35,     18830,   86.69,    107.70,    423.91,    531.60
2022-12-28,01:13:35.485,   22.76,  125.10,   22.71,  125.02,   22.77,  125.19,,,,,,,   68.24,  375.32,     18812,  443.55,   16.74,   16.63,   16.66,   16.32,   17.33,   17.75,,,,,,,   50.73,   50.70,     18812,  101.43,    118.97,    426.02,    544.99
2022-12-28,01:13:36.485,   16.13,  125.91,   16.09,  125.92,   16.07,  125.84,,,,,,,   48.29,  377.66,     18813,  425.95,   11.70,   10.08,   11.58,    9.97,   11.85,   10.40,,,,,,,   35.13,   30.45,     18812,   65.58,     83.42,    408.11,    491.53
2022-12-28,01:13:37.486,   15.53,  125.84,   15.51,  125.86,   15.48,  125.81,,,,,,,   46.51,  377.51,     18830,  424.03,   14.06,    7.66,   14.04,    7.58,   14.17,    7.88,,,,,,,   42.28,   23.13,     18831,   65.41,     88.79,    400.64,    489.43
2022-12-28,01:13:38.486,   15.91,  124.46,   15.85,  124.47,   15.85,  124.35,,,,,,,   47.61,  373.28,     18812,  420.89,    9.39,    7.65,    9.33,    7.55,    9.51,    7.88,,,,,,,   28.23,   23.08,     18812,   51.31,     75.83,    396.37,    472.20
2022-12-28,01:13:39.486,   15.92,  125.83,   15.92,  125.74,   15.95,  125.81,,,,,,,   47.79,  377.38,     18830,  425.17,   14.77,   12.67,   14.58,   12.06,   14.69,   12.33,,,,,,,   44.05,   37.06,     18831,   81.11,     91.84,    414.44,    506.28
2022-12-28,01:13:40.486,   16.75,  125.62,   16.70,  125.49,   16.75,  125.49,,,,,,,   50.20,  376.60,     18813,  426.80,    9.97,    7.09,    9.96,    7.01,   10.04,    7.32,,,,,,,   29.96,   21.42,     18812,   51.39,     80.17,    398.02,    478.19
2022-12-28,01:13:41.486,   13.99,  123.86,   14.00,  123.85,   13.95,  123.77,,,,,,,   41.94,  371.48,     18830,  413.42,    5.88,    4.82,    5.85,    4.73,    5.92,    5.02,,,,,,,   17.65,   14.57,     18830,   32.21,     59.59,    386.04,    445.64
2022-12-28,01:13:42.486,   16.68,  127.21,   16.71,  127.24,   16.69,  127.16,,,,,,,   50.09,  381.61,     18811,  431.69,   18.88,   11.07,   18.82,   10.90,   19.00,   11.34,,,,,,,   56.71,   33.31,     18812,   90.02,    106.79,    414.92,    521.71
2022-12-28,01:13:43.486,   15.97,  123.79,   15.92,  123.64,   15.91,  123.66,,,,,,,   47.80,  371.10,     18813,  418.90,    7.26,    7.13,    7.21,    7.00,    7.35,    7.35,,,,,,,   21.82,   21.48,     18811,   43.29,     69.61,    392.57,    462.19
2022-12-28,01:13:44.487,   17.39,  127.85,   17.41,  127.89,   17.47,  127.97,,,,,,,   52.27,  383.71,     18830,  435.98,   12.62,   10.42,   12.54,   10.40,   12.66,   10.51,,,,,,,   37.81,   31.32,     18831,   69.13,     90.08,    415.03,    505.12
2022-12-28,01:13:45.487,   12.92,  124.90,   12.92,  124.88,   12.92,  124.85,,,,,,,   38.75,  374.63,     18812,  413.38,    6.70,    5.57,    6.64,    5.45,    6.72,    5.74,,,,,,,   20.06,   16.76,     18812,   36.82,     58.81,    391.39,    450.21
2022-12-28,01:13:46.488,   13.58,  126.03,   13.62,  126.05,   13.60,  126.01,,,,,,,   40.81,  378.09,     18830,  418.90,    9.23,    6.39,    9.15,    6.28,    9.28,    6.56,,,,,,,   27.66,   19.23,     18830,   46.89,     68.47,    397.32,    465.79
2022-12-28,01:13:47.487,   12.92,  124.79,   12.92,  124.78,   12.91,  124.73,,,,,,,   38.76,  374.30,     18812,  413.06,    7.35,    6.43,    7.30,    6.33,    7.42,    6.69,,,,,,,   22.07,   19.46,     18812,   41.53,     60.83,    393.76,    454.59
2022-12-28,01:13:48.487,   14.56,  124.60,   14.51,  124.62,   14.54,  124.58,,,,,,,   43.61,  373.80,     18829,  417.41,   16.17,   11.35,   16.22,   11.41,   16.27,   11.61,,,,,,,   48.67,   34.37,     18830,   83.03,     92.27,    408.16,    500.44
2022-12-28,01:13:49.487,   15.31,  127.36,   15.24,  127.28,   15.28,  127.46,,,,,,,   45.83,  382.10,     18813,  427.93,   12.18,   11.82,   12.03,   11.45,   12.59,   12.57,,,,,,,   36.79,   35.84,     18811,   72.64,     82.62,    417.94,    500.56
2022-12-28,01:13:50.487,   16.58,  123.93,   16.50,  123.82,   16.50,  123.73,,,,,,,   49.58,  371.49,     18829,  421.07,   14.28,   13.81,   14.28,   13.64,   14.34,   13.96,,,,,,,   42.90,   41.41,     18830,   84.31,     92.47,    412.90,    505.37
2022-12-28,01:13:51.487,   12.77,  121.01,   12.79,  121.02,   12.77,  120.95,,,,,,,   38.33,  362.98,     18812,  401.32,   13.36,   10.08,   13.30,    9.85,   13.43,   10.27,,,,,,,   40.09,   30.20,     18814,   70.29,     78.42,    393.18,    471.60
