,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2022-12-28,01:12:36.722,    7.61,    5.76,    7.52,    5.62,    7.52,    5.67,,,,,,,   22.65,   17.05,     18830,   39.70,   11.84,   12.07,   11.55,   11.54,   11.83,   12.06,,,,,,,   35.21,   35.67,     18830,   70.88,     57.86,     52.72,    110.58
2022-12-28,01:12:37.722,   12.40,    9.59,   12.39,    9.58,   12.37,    9.55,,,,,,,   37.17,   28.73,     18833,   65.90,   21.94,  101.56,   21.89,  101.56,   21.98,  101.82,,,,,,,   65.82,  304.94,     18833,  370.76,    102.98,    333.67,    436.66
2022-12-28,01:12:38.722,   10.12,    7.79,   10.09,    7.73,   10.07,    7.70,,,,,,,   30.28,   23.22,     18811,   53.49,   32.69,  132.81,   32.68,  132.65,   32.86,  133.04,,,,,,,   98.22,  398.50,     18812,  496.73,    128.50,    421.72,    550.22
2022-12-28,01:12:39.722,    5.76,    4.48,    5.73,    4.38,    5.72,    4.37,,,,,,,   17.20,   13.24,     18813,   30.44,   20.48,  125.66,   20.43,  125.52,   20.66,  126.08,,,,,,,   61.57,  377.26,     18813,  438.83,     78.78,    390.50,    469.27
2022-12-28,01:12:40.723,    4.75,    3.42,    4.73,    3.42,    4.74,    3.42,,,,,,,   14.22,   10.26,     18830,   24.49,   18.30,  123.59,   18.16,  123.39,   18.36,  123.85,,,,,,,   54.82,  370.83,     18831,  425.65,     69.04,    381.10,    450.14
2022-12-28,01:12:41.723,    5.26,    3.86,    5.24,    3.81,    5.21,    3.79,,,,,,,   15.71,   11.46,     18812,   27.16,   17.64,  124.21,   17.48,  124.03,   17.72,  124.52,,,,,,,   52.84,  372.75,     18811,  425.60,     68.55,    384.21,    452.76
2022-12-28,01:12:42.723,    5.81,    4.27,    5.76,    4.20,    5.85,    4.36,,,,,,,   17.41,   12.84,     18829,   30.24,   24.10,  132.17,   23.91,  131.61,   23.98,  131.73,,,,,,,   71.99,  395.51,     18830,  467.50,     89.40,    408.35,    497.74
2022-12-28,01:12:43.723,    5.38,    3.82,    5.37,    3.78,    5.33,    3.73,,,,,,,   16.08,   11.34,     18812,   27.42,   26.00,  131.25,   25.90,  131.03,   26.09,  131.43,,,,,,,   77.99,  393.72,     18811,  471.70,     94.07,    405.06,    499.13
2022-12-28,01:12:44.723,    7.90,    5.23,    7.81,    5.11,    7.86,    5.22,,,,,,,   23.57,   15.56,     18829,   39.13,   19.52,  128.34,   19.50,  128.32,   19.67,  128.69,,,,,,,   58.69,  385.36,     18830,  444.04,     82.26,    400.92,    483.18
