,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2022-12-28,01:09:41.475,   10.17,    8.09,   10.15,    8.09,   10.12,    8.05,,,,,,,   30.43,   24.23,     18828,   54.66,   11.27,    9.14,   11.13,    8.98,   11.44,    9.55,,,,,,,   33.84,   27.67,     18828,   61.51,     64.27,     51.90,    116.17
2022-12-28,01:09:42.475,   24.95,  100.86,   24.92,  100.84,   24.91,  100.83,,,,,,,   74.78,  302.53,     18815,  377.31,   21.66,   13.84,   21.62,   13.80,   21.74,   14.26,,,,,,,   65.02,   41.90,     18816,  106.92,    139.80,    344.43,    484.23
2022-12-28,01:09:43.475,   21.59,  124.64,   21.56,  124.62,   21.60,  124.66,,,,,,,   64.76,  373.93,     18830,  438.68,   17.81,   12.55,   17.82,   12.45,   17.93,   12.79,,,,,,,   53.56,   37.78,     18830,   91.35,    118.32,    411.71,    530.03
2022-12-28,01:09:44.475,   16.85,  125.64,   16.80,  125.60,   16.87,  125.80,,,,,,,   50.52,  377.04,     18812,  427.56,   16.26,   14.40,   16.04,   13.84,   16.14,   13.96,,,,,,,   48.45,   42.19,     18812,   90.64,     98.97,    419.24,    518.20
2022-12-28,01:09:45.475,   22.02,  126.40,   21.97,  126.40,   22.02,  126.48,,,,,,,   66.02,  379.27,     18813,  445.29,   25.86,   18.48,   25.81,   18.30,   26.02,   18.84,,,,,,,   77.69,   55.62,     18813,  133.32,    143.71,    434.90,    578.61
2022-12-28,01:09:46.476,   21.58,  129.87,   21.59,  129.91,   21.66,  129.92,,,,,,,   64.83,  389.70,     18830,  454.53,   13.21,   11.38,   13.16,   11.31,   13.34,   11.70,,,,,,,   39.72,   34.39,     18831,   74.10,    104.55,    424.08,    528.63
2022-12-28,01:09:47.476,   18.94,  128.26,   19.11,  128.64,   19.09,  128.51,,,,,,,   57.14,  385.41,     18813,  442.55,   19.73,   16.24,   19.88,   16.51,   20.08,   16.97,,,,,,,   59.69,   49.72,     18812,  109.41,    116.83,    435.13,    551.96
2022-12-28,01:09:48.476,   17.89,  125.36,   17.86,  125.36,   17.87,  125.29,,,,,,,   53.61,  376.00,     18830,  429.61,   15.45,   10.93,   15.31,   10.78,   15.55,   11.28,,,,,,,   46.30,   33.00,     18830,   79.30,     99.92,    409.00,    508.91
2022-12-28,01:09:49.476,   14.89,  123.95,   14.87,  123.91,   14.88,  123.91,,,,,,,   44.64,  371.77,     18812,  416.41,    8.61,    8.71,    8.49,    8.54,    8.75,    9.07,,,,,,,   25.85,   26.32,     18812,   52.17,     70.48,    398.09,    468.58
2022-12-28,01:09:50.476,   19.64,  128.38,   19.65,  128.31,   19.53,  128.21,,,,,,,   58.82,  384.90,     18830,  443.72,   24.74,   21.05,   24.58,   20.70,   24.64,   20.88,,,,,,,   73.97,   62.63,     18830,  136.59,    132.79,    447.52,    580.31
2022-12-28,01:09:51.476,   22.05,  129.42,   22.11,  129.44,   22.08,  129.40,,,,,,,   66.24,  388.26,     18812,  454.50,   12.70,    9.50,   12.60,    9.35,   12.76,    9.67,,,,,,,   38.06,   28.51,     18812,   66.58,    104.30,    416.78,    521.08
2022-12-28,01:09:52.476,  820.09,  966.84,  836.82,  984.58,  790.49,  886.34,,,,,,, 2447.40, 2837.77,     18835, 5285.17,  761.16,  783.52,  759.16,  780.94,  761.43,  783.94,,,,,,, 2281.74, 2348.40,     18832, 4630.14,   4729.15,   5186.17,   9915.31
2022-12-28,01:09:53.476, 4968.56, 2547.23, 4968.43, 2547.98, 4970.13, 2547.22,,,,,,,14907.12, 7642.44,     18971,22549.57, 4569.77, 2522.05, 4570.17, 2522.16, 4571.07, 2522.27,,,,,,,13711.00, 7566.48,     18915,21277.49,  28618.13,  15208.92,  43827.05
2022-12-28,01:09:54.476, 4820.07, 2423.67, 4820.70, 2425.14, 4821.43, 2423.93,,,,,,,14462.20, 7272.73,     18982,21734.93, 4548.76, 2543.72, 4547.83, 2543.39, 4550.37, 2543.96,,,,,,,13646.97, 7631.06,     18948,21278.03,  28109.17,  14903.79,  43012.96
2022-12-28,01:09:55.476, 4943.26, 2730.82, 4943.22, 2732.03, 4945.15, 2730.88,,,,,,,14831.62, 8193.72,     18943,23025.35, 4776.10, 2733.28, 4775.77, 2733.30, 4777.15, 2733.82,,,,,,,14329.02, 8200.40,     18960,22529.41,  29160.64,  16394.12,  45554.76
2022-12-28,01:09:56.476, 4994.08, 2760.46, 4993.20, 2761.33, 4995.06, 2760.34,,,,,,,14982.34, 8282.13,     18964,23264.46, 4751.01, 2812.13, 4751.70, 2812.74, 4752.53, 2812.82,,,,,,,14255.24, 8437.70,     18971,22692.93,  29237.57,  16719.82,  45957.40
2022-12-28,01:09:57.476, 4672.45, 2576.48, 4672.17, 2577.30, 4673.85, 2576.14,,,,,,,14018.47, 7729.91,     18937,21748.38, 4382.39, 2635.97, 4382.96, 2636.19, 4383.65, 2636.33,,,,,,,13149.00, 7908.49,     18912,21057.49,  27167.46,  15638.40,  42805.87
2022-12-28,01:09:58.476, 4914.45, 2771.40, 4914.19, 2772.65, 4915.51, 2771.22,,,,,,,14744.14, 8315.26,     18934,23059.40, 4714.68, 2780.79, 4715.13, 2781.31, 4716.40, 2781.58,,,,,,,14146.20, 8343.68,     18935,22489.88,  28890.35,  16658.94,  45549.29
2022-12-28,01:09:59.476, 4584.67, 2609.95, 4584.19, 2611.61, 4585.50, 2610.13,,,,,,,13754.36, 7831.69,     19097,21586.05, 4443.81, 2657.37, 4443.64, 2657.86, 4444.84, 2657.99,,,,,,,13332.29, 7973.22,     18957,21305.51,  27086.65,  15804.91,  42891.56
2022-12-28,01:10:00.475,   27.53,   20.43,   27.52,   20.38,   27.52,   20.46,,,,,,,   82.57,   61.27,     18805,  143.84,   29.63,   25.67,   29.54,   25.37,   29.77,   25.84,,,,,,,   88.94,   76.88,     18805,  165.82,    171.51,    138.15,    309.66
