,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2022-12-28,01:14:35.550,   14.09,    9.31,   14.08,    9.33,   14.11,    9.36,,,,,,,   42.28,   28.00,     18829,   70.28,   28.09,   23.76,   27.88,   23.17,   27.98,   23.40,,,,,,,   83.94,   70.32,     18829,  154.26,    126.22,     98.32,    224.54
2022-12-28,01:14:36.550,   20.85,   98.63,   20.80,   98.63,   20.58,   98.29,,,,,,,   62.23,  295.55,     18833,  357.79,   12.03,    9.91,   11.93,    9.77,   12.13,   10.20,,,,,,,   36.09,   29.88,     18833,   65.97,     98.32,    325.43,    423.75
2022-12-28,01:14:37.550,   13.01,  123.36,   12.97,  123.22,   12.98,  123.30,,,,,,,   38.96,  369.88,     18812,  408.85,    8.19,    6.60,    8.13,    6.48,    8.35,    6.94,,,,,,,   24.67,   20.03,     18813,   44.70,     63.63,    389.91,    453.54
2022-12-28,01:14:38.550,   14.33,  124.02,   14.25,  123.89,   14.25,  123.83,,,,,,,   42.84,  371.75,     18829,  414.59,   10.80,    9.87,   10.72,    9.70,   11.00,   10.22,,,,,,,   32.52,   29.79,     18829,   62.31,     75.36,    401.54,    476.90
2022-12-28,01:14:39.550,   12.11,  121.98,   12.06,  121.90,   12.03,  121.95,,,,,,,   36.19,  365.83,     18812,  402.02,    8.27,    8.66,    8.09,    8.23,    8.24,    8.60,,,,,,,   24.60,   25.49,     18812,   50.09,     60.79,    391.32,    452.11
2022-12-28,01:14:40.550,   20.00,  126.49,   19.87,  126.32,   19.92,  126.32,,,,,,,   59.78,  379.14,     18829,  438.93,   29.99,   22.02,   29.88,   21.63,   29.98,   21.77,,,,,,,   89.85,   65.42,     18829,  155.26,    149.63,    444.56,    594.19
2022-12-28,01:14:41.550,   12.75,  122.61,   12.68,  122.52,   12.72,  122.60,,,,,,,   38.15,  367.73,     18812,  405.88,    6.03,    4.91,    5.99,    4.83,    6.17,    5.19,,,,,,,   18.19,   14.93,     18812,   33.12,     56.34,    382.66,    439.00
2022-12-28,01:14:42.549,   13.35,  122.29,   13.29,  122.19,   13.33,  122.23,,,,,,,   39.97,  366.72,     18811,  406.69,   10.73,    7.87,   10.66,    7.74,   10.77,    8.05,,,,,,,   32.16,   23.66,     18811,   55.83,     72.14,    390.38,    462.52
2022-12-28,01:14:43.550,   12.95,  121.82,   12.91,  121.78,   12.97,  121.85,,,,,,,   38.83,  365.46,     18831,  404.29,    7.34,    5.33,    7.28,    5.21,    7.39,    5.61,,,,,,,   22.01,   16.15,     18830,   38.16,     60.84,    381.61,    442.45
